,templates
28923,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'bmi', '[e]']"
28924,"['change', 'bmi', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'age', 'and', 'important', 'glucose', '[e]']"
28925,"['change', 'pregnancies', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'bmi', '[e]']"
28926,"['change', 'insulin', 'set', 'and', 'change', 'bmi', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'skinthickness', '[e]']"
28927,"['change', 'bmi', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28928,"['change', 'bmi', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'glucose', '[e]']"
28929,"['change', 'pregnancies', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'bmi', '[e]']"
28930,"['change', 'skinthickness', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'age', 'and', 'important', 'bloodpressure', '[e]']"
28931,"['change', 'pregnancies', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'age', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28932,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'age', '[e]']"
28933,"['change', 'bloodpressure', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'age', '[e]']"
28934,"['change', 'pregnancies', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'bmi', '[e]']"
28935,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'age', 'and', 'important', 'pregnancies', '[e]']"
28936,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'age', '[e]']"
28937,"['change', 'skinthickness', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'bloodpressure', '[e]']"
28938,"['change', 'glucose', 'set', 'and', 'change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'skinthickness', '[e]']"
28939,"['change', 'bloodpressure', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'bmi', '[e]']"
28940,"['change', 'insulin', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'bmi', '[e]']"
28941,"['change', 'skinthickness', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'pregnancies', '[e]']"
28942,"['change', 'glucose', 'set', 'and', 'change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'age', 'and', 'important', 'insulin', '[e]']"
28943,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'skinthickness', '[e]']"
28944,"['change', 'bloodpressure', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28945,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'bmi', '[e]']"
28946,"['change', 'glucose', 'set', 'and', 'change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'age', 'and', 'important', 'skinthickness', '[e]']"
28947,"['change', 'bloodpressure', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28948,"['change', 'bloodpressure', 'set', 'and', 'change', 'bmi', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'insulin', '[e]']"
28949,"['change', 'bmi', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'age', 'and', 'important', 'insulin', '[e]']"
28950,"['change', 'age', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'bmi', '[e]']"
28951,"['change', 'age', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'glucose', '[e]']"
28952,"['change', 'insulin', 'set', 'and', 'change', 'bmi', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'age', '[e]']"
28953,"['change', 'age', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'bloodpressure', '[e]']"
28954,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'bmi', '[e]']"
28955,"['change', 'age', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'bmi', '[e]']"
28956,"['change', 'bmi', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28957,"['change', 'skinthickness', 'set', 'and', 'change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'age', '[e]']"
28958,"['change', 'bloodpressure', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'pregnancies', '[e]']"
28959,"['change', 'pregnancies', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'insulin', '[e]']"
28960,"['change', 'pregnancies', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'age', 'and', 'important', 'bloodpressure', '[e]']"
28961,"['change', 'glucose', 'set', 'and', 'change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'bloodpressure', '[e]']"
28962,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'bloodpressure', '[e]']"
28963,"['change', 'glucose', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'age', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28964,"['change', 'insulin', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'age', '[e]']"
28965,"['change', 'skinthickness', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28966,"['change', 'age', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'pregnancies', '[e]']"
28967,"['change', 'glucose', 'set', 'and', 'change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'bmi', '[e]']"
28968,"['change', 'insulin', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'age', '[e]']"
28969,"['change', 'bloodpressure', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'skinthickness', 'and', 'important', 'insulin', '[e]']"
28970,"['change', 'age', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'bmi', '[e]']"
28971,"['change', 'skinthickness', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'pregnancies', '[e]']"
28972,"['change', 'insulin', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'skinthickness', 'and', 'important', 'bloodpressure', '[e]']"
28973,"['change', 'bloodpressure', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'glucose', '[e]']"
28974,"['change', 'bmi', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'bloodpressure', '[e]']"
28975,"['change', 'insulin', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'age', '[e]']"
28976,"['change', 'skinthickness', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'age', '[e]']"
28977,"['change', 'age', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'bloodpressure', '[e]']"
28978,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'pregnancies', '[e]']"
28979,"['change', 'glucose', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'bmi', '[e]']"
28980,"['change', 'pregnancies', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28981,"['change', 'insulin', 'set', 'and', 'change', 'glucose', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28982,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'glucose', '[e]']"
28983,"['change', 'skinthickness', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'glucose', '[e]']"
28984,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'glucose', '[e]']"
28985,"['change', 'glucose', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28986,"['change', 'age', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28987,"['change', 'pregnancies', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'glucose', '[e]']"
28988,"['change', 'glucose', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'age', 'and', 'important', 'bmi', '[e]']"
28989,"['change', 'bloodpressure', 'set', 'and', 'change', 'bmi', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'glucose', '[e]']"
28990,"['change', 'bloodpressure', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'skinthickness', 'and', 'important', 'pregnancies', '[e]']"
28991,"['change', 'age', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'bloodpressure', '[e]']"
28992,"['change', 'bmi', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'pregnancies', '[e]']"
28993,"['change', 'pregnancies', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'diabetespedigreefunction', '[e]']"
28994,"['change', 'bmi', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'age', 'and', 'important', 'skinthickness', '[e]']"
28995,"['change', 'age', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'insulin', '[e]']"
28996,"['change', 'glucose', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'age', '[e]']"
28997,"['change', 'skinthickness', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'age', 'and', 'important', 'glucose', '[e]']"
28998,"['change', 'pregnancies', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'glucose', '[e]']"
28999,"['change', 'bloodpressure', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'skinthickness', '[e]']"
29000,"['change', 'insulin', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'diabetespedigreefunction', '[e]']"
29001,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'insulin', 'increase', 'and', 'important', 'age', 'and', 'important', 'bmi', '[e]']"
29002,"['change', 'bloodpressure', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'skinthickness', '[e]']"
29003,"['change', 'pregnancies', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'age', 'and', 'important', 'diabetespedigreefunction', '[e]']"
29004,"['change', 'bloodpressure', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'diabetespedigreefunction', '[e]']"
29005,"['change', 'bloodpressure', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'skinthickness', '[e]']"
29006,"['change', 'diabetespedigreefunction', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bloodpressure', 'and', 'important', 'insulin', '[e]']"
29007,"['change', 'glucose', 'set', 'and', 'change', 'pregnancies', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'bloodpressure', '[e]']"
29008,"['change', 'skinthickness', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'glucose', '[e]']"
29009,"['change', 'skinthickness', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'pregnancies', '[e]']"
29010,"['change', 'insulin', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'age', 'and', 'important', 'bmi', '[e]']"
29011,"['change', 'insulin', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'bmi', 'and', 'important', 'pregnancies', '[e]']"
29012,"['change', 'pregnancies', 'set', 'and', 'change', 'bmi', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'age', '[e]']"
29013,"['change', 'skinthickness', 'set', 'and', 'change', 'bloodpressure', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'glucose', '[e]']"
29014,"['change', 'insulin', 'set', 'and', 'change', 'skinthickness', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'bmi', '[e]']"
29015,"['change', 'bloodpressure', 'set', 'and', 'change', 'age', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'bmi', '[e]']"
29016,"['change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'bmi', '[e]']"
29017,"['change', 'pregnancies', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'glucose', '[e]']"
29018,"['change', 'bloodpressure', 'increase', 'and', 'important', 'age', 'and', 'important', 'insulin', '[e]']"
29019,"['change', 'bmi', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'age', '[e]']"
29020,"['change', 'glucose', 'increase', 'and', 'important', 'insulin', 'and', 'important', 'pregnancies', '[e]']"
29021,"['change', 'insulin', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'bloodpressure', '[e]']"
29022,"['change', 'skinthickness', 'increase', 'and', 'important', 'diabetespedigreefunction', 'and', 'important', 'bmi', '[e]']"
29023,"['change', 'age', 'increase', 'and', 'important', 'skinthickness', 'and', 'important', 'pregnancies', '[e]']"
29024,"['change', 'age', 'increase', 'and', 'important', 'skinthickness', 'and', 'important', 'bmi', '[e]']"
29025,"['change', 'age', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'bloodpressure', '[e]']"
29026,"['change', 'diabetespedigreefunction', 'increase', 'and', 'important', 'age', 'and', 'important', 'pregnancies', '[e]']"
29027,"['change', 'bmi', 'increase', 'and', 'important', 'glucose', 'and', 'important', 'age', '[e]']"
29028,"['change', 'age', 'increase', 'and', 'important', 'pregnancies', 'and', 'important', 'skinthickness', '[e]']"
